1981,GOLD, A.M.,GOLD, P.M.
23-May-90,363.25,214.03,364.5,214.63
24-May-90,367.65,217.03,366.5,216.57
25-May-90,366.35,216.42,366.5,216.8
29-May-90,368.35,217.57,367.7,217.15
30-May-90,365.7,214.3,366.4,215.15
31-May-90,363.7,215.97,363.05,216.19
01-Jun-90,363.1,216.26,363.45,215.25
04-Jun-90,358.75,214.59,357.05,213.87
05-Jun-90,357.85,213.03,358.1,213.03
06-Jun-90,359.8,213.44,359.5,213.14
07-Jun-90,353.25,209.58,352.8,209.03
08-Jun-90,353.6,209.32,353.5,210.04
11-Jun-90,354.7,211.06,354.7,210.38
12-Jun-90,356,209.23,355.75,208.77
13-Jun-90,353,207.04,350.5,204.95
14-Jun-90,346.75,202.31,345.85,202.33
15-Jun-90,347.05,203.06,346.9,203.46
18-Jun-90,349,204.19,349.25,204.29
19-Jun-90,348.45,203.51,348.65,203.47
20-Jun-90,347.05,201.45,346.9,201.51
21-Jun-90,350,203.19,349.75,203.02
22-Jun-90,349.35,202.99,348.4,201.56
25-Jun-90,351.4,203.12,353.4,204.2
26-Jun-90,353.1,204.08,349.35,201.53
27-Jun-90,350.3,200.8,350.65,200.77
28-Jun-90,350.9,202.19,352.3,202.39
29-Jun-90,352.4,202.18,352.2,201.66
02-Jul-90,357.1,203.24,357.4,203.13
03-Jul-90,357.4,201.76,362,204.23
04-Jul-90,361.25,201.96,362.5,202.65
05-Jul-90,358.85,200.7,359.7,201.34
06-Jul-90,360.35,201.88,361.15,202.21
09-Jul-90,359.9,198.84,360.25,199.12
10-Jul-90,357.55,196.4,354,194.65
11-Jul-90,353.7,195.52,354.3,196.83
12-Jul-90,353.2,198.82,351.45,196.92
13-Jul-90,359.1,199.35,363.6,201.94
16-Jul-90,362.5,201.45,363.25,201.27
17-Jul-90,361.3,199.78,360.7,199.43
18-Jul-90,360.1,197.53,359.4,197.36
19-Jul-90,361.55,199.11,362.3,199.89
20-Jul-90,360.75,198.87,361,199
23-Jul-90,361.8,198.74,366.1,201.38
24-Jul-90,368.25,201.95,368.7,202.19
25-Jul-90,367.4,203.19,372.75,206.28
26-Jul-90,370.6,204.92,368.75,203.29
27-Jul-90,368.5,202.33,366.75,200.01
30-Jul-90,367.8,199.6,367.3,199.08
31-Jul-90,371.1,200.63,372.3,200.4
01-Aug-90,371.1,199.71,370.65,199.74
02-Aug-90,382.6,207.91,380.7,206.34
03-Aug-90,375.8,202.15,379,203.98
06-Aug-90,380,202.83,382.25,203.57
07-Aug-90,383.95,203.94,383.25,204.07
08-Aug-90,384.75,205.26,384.75,206.36
09-Aug-90,385.85,206.09,383.6,205.13
10-Aug-90,388.75,207.87,389.35,208.45
13-Aug-90,399.9,211.86,404.3,214.32
14-Aug-90,411,217.89,411.5,218.06
15-Aug-90,401.5,210.93,398.4,209.5
16-Aug-90,399.25,210.49,402.6,211.95
17-Aug-90,410.5,214.53,410.6,214.53
20-Aug-90,410.9,214.46,407.75,212.76
21-Aug-90,407.85,213.59,413.8,215.56
22-Aug-90,410,213.49,408.75,212.01
23-Aug-90,415.7,212.78,412.4,210.95
24-Aug-90,412,211.75,410.3,209.98
28-Aug-90,392.55,201,388.25,199.13
29-Aug-90,389.1,199.74,384.3,197.28
30-Aug-90,385.8,200.31,389.75,202.57
31-Aug-90,388.1,203.46,387.75,204.94
03-Sep-90,387.5,207.2,386.75,206.27
04-Sep-90,386.75,205.5,381.4,202.87
05-Sep-90,384.6,202.69,383.3,202.25
06-Sep-90,388.25,202.64,387.5,203.65
07-Sep-90,388.85,205.29,384.6,203.44
10-Sep-90,382.5,204.27,384.5,206.39
11-Sep-90,378.4,205.32,378.5,205.26
12-Sep-90,380.65,204.65,382.05,204.73
13-Sep-90,382.15,205.09,382.2,205.32
14-Sep-90,384.3,203.95,386.2,204.34
17-Sep-90,387.9,203.3,389.4,204.3
18-Sep-90,390.55,204.35,386,200.66
19-Sep-90,386.45,201.75,386.5,204.28
20-Sep-90,386,205.54,386.95,207.09
21-Sep-90,390.1,211.09,389.3,210.04
24-Sep-90,390.15,209.48,392.5,209
25-Sep-90,406.35,215.06,403.75,213.72
26-Sep-90,401.75,214.73,402.7,215.89
27-Sep-90,401.9,214.77,403.95,215.84
28-Sep-90,406.1,216.47,408.4,218.1
01-Oct-90,400,211.16,396.3,209.48
02-Oct-90,389.25,206.55,387.85,206.08
03-Oct-90,389.85,206.16,389.4,205.33
04-Oct-90,392.75,206.87,395.75,207.38
05-Oct-90,393,205.63,395.6,206.2
08-Oct-90,391.25,197.5,390.8,198.43
09-Oct-90,394.8,200,397,201.06
10-Oct-90,392.2,199.52,391.8,198.61
11-Oct-90,389.6,197.97,388,197.56
12-Oct-90,388.3,196.8,388.25,196.41
15-Oct-90,381.85,195.42,380.7,195.23
16-Oct-90,375.15,193.21,364.75,186.34
17-Oct-90,365.75,185.47,366,186.02
18-Oct-90,370,188.27,367.85,188.35
19-Oct-90,371.75,190.01,372,190.23
22-Oct-90,368.5,189.05,367.5,188.32
23-Oct-90,370.75,190.74,371.65,190.64
24-Oct-90,371.1,190.71,371.1,190.55
25-Oct-90,373.9,190.77,375.05,191.52
26-Oct-90,377.3,192.83,373.7,191.1
29-Oct-90,371,189.55,372.7,190.69
30-Oct-90,373.35,191.46,373.75,192.26
31-Oct-90,379.25,195.21,379.5,194.95
01-Nov-90,380.1,196.69,380.4,194.88
02-Nov-90,379.75,194.59,377.5,193.57
05-Nov-90,377.05,192.26,376.9,192.02
06-Nov-90,381.4,193.43,379.25,192.51
07-Nov-90,383.5,194.55,385,194.89
08-Nov-90,386.3,197.08,384.75,195.57
09-Nov-90,384.85,195.92,385.7,196.16
12-Nov-90,381.9,193.96,380.7,193.94
13-Nov-90,383.2,194.96,383.5,194.99
14-Nov-90,383.45,195.47,383.9,195.75
15-Nov-90,378.5,193.16,378,192.96
16-Nov-90,380.3,194.15,376.3,191.31
19-Nov-90,377.6,191.09,377.8,191.03
20-Nov-90,379.5,192.44,380,192.5
21-Nov-90,377.35,191.68,377.3,191.38
22-Nov-90,380.2,192.51,380,192.8
23-Nov-90,380,192.99,383.6,194.96
26-Nov-90,387.05,196.47,386.9,196.7
27-Nov-90,384.25,194.98,383.8,194.7
28-Nov-90,384.75,194.01,385,194.94
29-Nov-90,385.25,195.78,386.8,196.68
30-Nov-90,384.8,198.59,384.85,198.02
03-Dec-90,381.75,197.61,380.65,197.64
04-Dec-90,377,195.87,377.6,195.36
05-Dec-90,377.3,194.82,376,194.87
06-Dec-90,373.8,193.66,370,190.97
07-Dec-90,371.1,190.8,370.8,190.5
10-Dec-90,372.25,190.36,374.05,191.97
11-Dec-90,374.3,192.36,372.1,191.51
12-Dec-90,371.9,191.13,370.9,190.84
13-Dec-90,373,191.2,372,191.01
14-Dec-90,373.15,191.8,373.2,192.22
17-Dec-90,376.85,194.83,376.3,194.87
18-Dec-90,376,194.65,377.4,194.99
19-Dec-90,376.8,194.66,378.9,196.07
20-Dec-90,384.45,199.71,385.45,200.79
21-Dec-90,383.25,201.52,383.75,203.85
24-Dec-90,382,203.84,holiday,holiday
27-Dec-90,383.75,203.47,382.8,202.59
28-Dec-90,385.4,203.06,386.2,201.41
31-Dec-90,391,203.01,holiday,holiday
